YRESID,CCODE,PWEIGHT_1,PRETEST,YIMODE,YQ8,YQ9_a,YQ9_b,YQ9_c,YQ9_d,YQ10_a,YQ10_b,YQ10_c,YQ10_d,YQ10_e,YQ10_f,YQ10_g,YQ10_h,YQ10_i,YQ14a_1,YQ14a_2,YQ14a_3,YQ14a_4,YQ14a_5,YQ14a_6,YQ14a_7,YQ14a_8,YQ14a_9,YQ14a_10,YQ14b,YQ21_c,YQ21_f,YQ28_mother,YQ28_father,YQ28a_0,YQ28a_1,YQ28a_2,YQ28a_3,YQ28a_4,YQ28a_5,YQ28a_6,YQ28a_7,YQ28a_8,YQ28d,YQ42,YQCONTACT,PMCORD,PMIMODE,PMQ10,PMQ11_a,PMQ11_b,PMQ11_c,PMQ11_d,PMQ18_c,PMQ18_f,PFCORD,PFIMODE,PFQ10,PFQ11_a,PFQ11_b,PFQ11_c,PFQ11_d,PFQ18_c,PFQ18_f
12761090,1276,2.37388196421695,,1,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761091,1276,1.23364355295809,,1,3,4,4,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761092,1276,0.277467939807726,,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,,0,0,0,0,0,1,0,0,0,,2,2,,1,3,2,2,2,2,3,3,,,,,,,,,
12761093,1276,1.06907169063997,,1,4,4,4,,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761094,1276,0.367456152138931,,1,3,3,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761095,1276,1.03605943478856,,1,3,1,,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,2,2,2,,1,3,4,2,3,2,4,3,,,,,,,,,
12761096,1276,0.325252472999533,,1,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,1,3,2,2,2,2,3,2
12761097,1276,1.09299622245298,,1,3,4,4,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761098,1276,0.994934093293579,,1,3,,3,,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761099,1276,1.28682302508172,,1,2,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761100,1276,0.690067212918886,,1,3,3,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,3,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761101,1276,1.03605943478856,,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761102,1276,0.816158255624297,,1,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,1,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761103,1276,1.6983413644066,,1,2,,2,,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,1,2,4,2,3,1,1,3
12761104,1276,1.61779266654051,,1,3,4,3,3,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,,,,
12761105,1276,,,1,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,,0,1,0,0,0,0,0,0,0,,2,2,,1,3,2,3,3,3,3,3,,,,,,,,,
12761106,1276,1.09299622245298,,1,4,4,4,,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761107,1276,0.855877496950103,,1,4,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761108,1276,1.17594493404151,,1,3,4,3,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761109,1276,1.28682302508172,,1,3,3,4,,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761110,1276,1.08720736585944,,1,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
12761111,1276,4,,1,3,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761112,1276,1.17594493404151,,1,2,4,4,,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,1,0,0,0,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761113,1276,1.17726488104201,,1,3,4,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761114,1276,1.12133838261767,,1,2,4,1,,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761115,1276,0.778140961035395,,1,2,4,3,4,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,2,2,1,1,0,0,1,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761116,1276,0.395687116040484,,1,3,4,4,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,,,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,
12761117,1276,0.778140961035395,,1,3,4,4,,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761118,1276,0.428075426755009,,1,2,3,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761119,1276,0.780337452671974,,1,2,4,2,,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,,0,0,1,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761120,1276,,,1,3,4,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761121,1276,0.276868554763943,,1,2,4,3,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761122,1276,3.21051657125293,,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761123,1276,0.639031688543714,,1,2,3,3,,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761124,1276,1.6983413644066,,1,2,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,3,1,1,0,0,0,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761125,1276,0.995198200584112,,1,2,4,4,,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,1,0,0,1,1,1,0,1,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761126,1276,0.816158255624297,,1,2,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,4,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,1,2,4,1,1,2,3,4,,,,,,,,,
12761127,1276,1.50193897233438,,1,2,4,2,,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,2,3,4,3,4,3,4,4,,,,,,,,,
12761128,1276,0.885210881232447,,1,3,4,4,4,4,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,4,2,3,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761129,1276,0.816158255624297,,1,3,3,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,1,1,0,0,1,1,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761130,1276,1.12133838261767,,1,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,2,4,4,4,4,4,4,1,,,,,,,,,
12761131,1276,0.41823738550584,,1,3,3,3,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761132,1276,0.779833193382601,,1,3,4,4,,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,
12761133,1276,0.239201572421534,,1,2,3,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,0,0,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761134,1276,0.850939377069843,,1,1,3,,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761135,1276,0.78856763437034,,1,3,4,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761136,1276,,,1,3,4,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761137,1276,2.77509629731925,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761138,1276,1.20504043501631,,1,3,,2,,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,,1,0,0,0,0,0,0,0,0,,2,1,,2,3,4,3,4,3,3,2,,,,,,,,,
12761139,1276,1.1691559398871,,1,2,4,3,4,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761140,1276,0.290334198426479,,1,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,1,,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761141,1276,3.64921127814031,,1,2,4,3,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,1,,0,0,1,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761142,1276,1.24698910719402,,1,3,4,3,,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761143,1276,0.779833193382601,,1,2,3,2,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8,4,1,1,1,0,1,0,0,0,1,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
12761144,1276,0.802245437116773,,1,4,3,3,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,
12761145,1276,0.428075426755009,,1,2,4,2,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761146,1276,0.820188875937534,,1,2,3,2,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761147,1276,2.97479852771448,,1,2,4,3,,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,1,1,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761148,1276,0.302653596548664,,1,2,4,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761149,1276,1.65597887468034,,1,2,3,3,,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761150,1276,0.78856763437034,,1,3,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761151,1276,0.35374976037687,,1,3,3,4,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761152,1276,1.32874431435386,,1,3,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761153,1276,2.53730890542462,,1,1,2,1,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761154,1276,,,1,3,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,,,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,
12761155,1276,3.34003695277008,,1,4,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761156,1276,0.855877496950103,,1,3,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761157,1276,0.88127988254985,,1,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,2,4,1,1,0,0,1,1,1,0,0,1,0,2,1,2,,,,,,,,,,,,,,,,,,
12761158,1276,1.21055581431659,,1,1,4,3,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,1,1,0,0,1,0,0,0,0,0,0,2,2,2,,1,1,4,2,4,1,4,4,,,,,,,,,
12761159,1276,0.671796489142789,,1,3,4,4,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761160,1276,0.850939377069843,,1,3,4,4,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761161,1276,1.62937227881124,,1,1,2,1,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,2,3,1,,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761162,1276,4,,1,3,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,2,1,4,2,3,2,4,2,,,,,,,,,
12761163,1276,1.17726488104201,,1,3,3,2,4,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761164,1276,1.08548894416385,,1,3,4,4,,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,0,0,1,0,0,2,1,1,,2,4,4,4,4,4,1,2,,,,,,,,,
12761165,1276,3.37976901013606,,1,1,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761166,1276,1.06907169063997,,1,3,4,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761167,1276,0.261976040456561,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761168,1276,0.367456152138931,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761169,1276,1.27699624124652,,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761170,1276,0.26271189026289,,1,2,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761171,1276,0.226349426749899,,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2,3,2,2,0,1,0,1,0,0,0,0,0,1,1,2,,,,,,,,,,,1,3,2,2,2,2,4,3
12761172,1276,1.37115252128408,,1,1,3,2,4,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761173,1276,0.691058727703509,,1,3,4,1,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,4,2,4,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761174,1276,2.10513640606934,,1,2,4,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761175,1276,0.850939377069843,,1,2,3,2,,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,5,3,1,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761176,1276,0.277646547359307,,1,3,4,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761177,1276,1.37039624477999,,1,4,,3,4,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,1,3,4,4,4,,4,1,,,,,,,,,
12761178,1276,1.41242694371481,,1,3,4,4,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,1,0,0,1,1,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,
12761179,1276,0.395687116040484,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,,,,
12761180,1276,0.816158255624297,,1,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,1,3,4,3,4,3,3,2,,,,,,,,,
12761181,1276,1.17726488104201,,1,3,4,3,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761182,1276,0.779833193382601,,1,3,4,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,3,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761183,1276,0.708632230338221,,1,3,3,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,1,1,3,0,0,0,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761184,1276,1.17737659231839,,1,2,3,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,0,0,1,0,0,0,0,,1,2,,,,,,,,,,,1,2,3,3,3,2,3,2
12761185,1276,0.889201980572872,,1,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,1,1,0,0,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761186,1276,0.803398588192226,,1,3,4,4,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,
12761187,1276,1.49398037381363,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761188,1276,0.747414384551848,,1,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8,3,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761189,1276,1.23613072312016,,1,3,4,3,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761190,1276,,,1,2,2,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,3,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761191,1276,0.514441926688184,,1,2,4,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,3,1,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,,,,,,,,,,,,,,
12761192,1276,0.922867869035959,,1,3,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761193,1276,1.65597887468034,,1,3,3,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,,,,,,,,,,,,,,
12761194,1276,0.856918844171501,,1,3,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,1,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761195,1276,1.50193897233438,,1,3,4,3,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,,0,0,1,0,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761196,1276,1.1691559398871,,1,3,4,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,3,3,0,0,0,0,0,0,1,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761197,1276,0.778140961035395,,1,2,3,2,3,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761198,1276,0.897845819599254,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761199,1276,1.07139819461145,,1,3,4,4,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761200,1276,3.07907022160199,,1,3,4,4,,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
12761201,1276,0.967019389320371,,1,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,1,3,4,2,3,2,4,1
12761202,1276,0.994934093293579,,1,2,3,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,4,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761203,1276,2.58335980983761,,1,2,4,4,4,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
