YRESID,CCODE,PWEIGHT_1,PRETEST,YIMODE,YQ8,YQ9_a,YQ9_b,YQ9_c,YQ9_d,YQ10_a,YQ10_b,YQ10_c,YQ10_d,YQ10_e,YQ10_f,YQ10_g,YQ10_h,YQ10_i,YQ14a_1,YQ14a_2,YQ14a_3,YQ14a_4,YQ14a_5,YQ14a_6,YQ14a_7,YQ14a_8,YQ14a_9,YQ14a_10,YQ14b,YQ21_c,YQ21_f,YQ28_mother,YQ28_father,YQ28a_0,YQ28a_1,YQ28a_2,YQ28a_3,YQ28a_4,YQ28a_5,YQ28a_6,YQ28a_7,YQ28a_8,YQ28d,YQ42,YQCONTACT,PMCORD,PMIMODE,PMQ10,PMQ11_a,PMQ11_b,PMQ11_c,PMQ11_d,PMQ18_c,PMQ18_f,PFCORD,PFIMODE,PFQ10,PFQ11_a,PFQ11_b,PFQ11_c,PFQ11_d,PFQ18_c,PFQ18_f
17921701,1792,1.32993767431688,,4,3,4,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921702,1792,2.59952434850371,,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921703,1792,0.738318509071945,,4,3,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921704,1792,1.85020363161064,,4,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,4,3,4,3,3,4,3,3,,,,,,,,,
17921705,1792,1.85020363161064,,4,3,2,2,2,1,1,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,4,3,4,4,4,4,2,4,,,,,,,,,
17921706,1792,0.324191766819372,,4,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,4,3,4,2,3,2,4,4,,,,,,,,,
17921707,1792,0.300479543287295,,4,2,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,4,2,4,2,1,1,2,3
17921708,1792,0.324191766819372,,4,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921709,1792,0.300479543287295,,4,1,3,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921710,1792,0.369918719288341,,4,3,4,3,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,4,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921711,1792,0.576977078328587,,4,2,3,3,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,1,0,1,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921712,1792,0.893231984298302,,4,1,4,2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,3,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921713,1792,0.671157198322784,,4,2,4,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921714,1792,0.307506712163986,,4,3,1,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921715,1792,0.555737753025868,,4,3,3,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921716,1792,0.250286402890813,,4,1,2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,3,2,3,1,1,3,3,,,,,,,,,
17921717,1792,0.555737753025868,,4,2,3,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921718,1792,0.269826104284153,,4,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,4,3,2,3,2,1,3,3,,,,,,,,,
17921719,1792,0.269826104284153,,4,3,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921720,1792,0.307506712163986,,4,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921721,1792,0.250286402890813,,4,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921722,1792,1.12873048075207,,4,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8,4,4,1,1,0,0,1,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921723,1792,1.12873048075207,,4,2,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921724,1792,0.407060980432892,,4,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921725,1792,0.376988609478753,,4,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921726,1792,0.376988609478753,,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921727,1792,1.29829088339217,,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921728,1792,1.41561553890234,,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,1,0,2,1,2,,,,,,,,,,,,,,,,,,
17921729,1792,1.29829088339217,,4,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,4,1,1,0,1,1,1,1,1,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921730,1792,0.555737753025868,,4,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,4,3,1,2,1,1,3,3,,,,,,,,,
17921731,1792,0.250286402890813,,4,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921732,1792,0.250286402890813,,4,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,3,4,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921733,1792,0.269826104284153,,4,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921734,1792,0.250286402890813,,4,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,3,2,3,1,1,3,3,,,,,,,,,
17921735,1792,0.307506712163986,,4,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921736,1792,0.73873514249808,,4,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,3,1,3,1,1,3,3,,,,,,,,,
17921737,1792,0.269826104284153,,4,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921738,1792,0.478130040725663,,4,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921739,1792,0.269826104284153,,4,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,4,3,2,2,1,1,4,3,,,,,,,,,
17921740,1792,0.92514041061,,4,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921741,1792,0.269826104284153,,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921742,1792,0.689947751231629,,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
17921743,1792,0.73873514249808,,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,3,1,2,1,1,3,4,,,,,,,,,
17921744,1792,0.73873514249808,,4,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,4,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921745,1792,0.848908019813763,,4,3,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921746,1792,0.848908019813763,,4,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921747,1792,0.689947751231629,,4,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,2,2,2,2,1,4,4,,,,,,,,,
17921748,1792,0.736347611428093,,4,1,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921749,1792,0.531891539346125,,4,3,4,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,4,4,4,4,4,4,2,4,,,,,,,,,
17921750,1792,1.03081848417654,,4,1,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921751,1792,0.543619967319017,,4,1,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,4,4,4,4,4,4,4,4,,,,,,,,,
17921752,1792,0.27758573844624,,4,1,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921753,1792,1.32808231517713,,4,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921754,1792,0.341451715638901,,4,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921755,1792,0.945732328687743,,4,3,4,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,1,0,1,0,0,1,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921756,1792,0.269826104284153,,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,4,3,3,2,1,1,4,4,,,,,,,,,
17921757,1792,0.250286402890813,,4,3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,2,2,2,1,1,3,3,,,,,,,,,
17921758,1792,0.92514041061,,4,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921759,1792,0.848908019813763,,4,4,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921760,1792,0.848908019813763,,4,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921761,1792,0.73873514249808,,4,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921762,1792,0.250286402890813,,4,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921763,1792,0.73873514249808,,4,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,3,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921764,1792,1.67126283971629,,4,2,,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,1,1,0,0,1,1,1,0,0,0,0,2,2,1,,4,2,3,2,2,1,3,2,,,,,,,,,
17921765,1792,1.60097661281171,,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,4,3,4,2,2,1,3,1
17921766,1792,0.592150051671203,,4,2,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,1,0,0,0,0,2,2,1,,4,2,3,2,2,1,4,2,,,,,,,,,
17921767,1792,0.640108649186559,,4,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,1,1,0,0,1,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,
17921768,1792,0.732592616626244,,4,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,3,3,1,1,0,0,1,1,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921769,1792,2.06141780618173,,4,3,3,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921770,1792,2.24852396887244,,4,2,4,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921771,1792,1.15137360905271,,4,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921772,1792,2.06141780618173,,4,2,3,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1,1,0,1,0,0,1,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921773,1792,0.640108649186559,,4,3,3,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921774,1792,1.79100749775745,,4,2,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,3,1,1,0,1,0,0,1,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921775,1792,2.24852396887244,,4,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921776,1792,2.06141780618173,,4,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921777,1792,1.60097661281171,,4,3,4,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
17921778,1792,0.592150051671203,,4,1,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,1,,4,3,4,3,2,2,4,4,,,,,,,,,
17921779,1792,1.79100749775745,,4,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921780,1792,0.807333284578772,,4,1,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921781,1792,0.705213524334506,,4,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,1,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921782,1792,1.26974656252704,,4,2,4,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921783,1792,0.705213524334506,,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921784,1792,0.652258178499961,,4,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921785,1792,1.26974656252704,,4,2,4,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,1,0,0,0,0,,1,2,,4,2,2,2,2,1,3,3,,,,,,,,,
17921786,1792,0.807333284578772,,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,0,0,0,0,0,0,1,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921787,1792,0.652258178499961,,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921788,1792,0.551900299033902,,4,2,4,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921789,1792,0.510711623499999,,4,2,4,3,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,3,1,1,0,0,1,0,0,0,0,0,0,2,2,1,,4,3,4,3,4,2,3,4,,,,,,,,,
17921790,1792,0.551900299033902,,4,2,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921791,1792,1.77257489616107,,4,3,4,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921792,1792,1.37713041073613,,4,3,4,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921793,1792,0.510711623499999,,4,,2,4,3,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921794,1792,1.37713041073613,,4,3,4,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
17921795,1792,0.990994176561047,,4,3,4,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921796,1792,0.510711623499999,,4,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921797,1792,0.990994176561047,,4,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921798,1792,0.551900299033902,,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,4,3,2,2,2,2,3,3,,,,,,,,,
17921799,1792,1.77257489616107,,4,2,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
17921800,1792,0.551900299033902,,4,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921801,1792,0.631329063099441,,4,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921802,1792,0.631329063099441,,4,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,0,0,1,1,0,1,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
17921803,1792,0.631329063099441,,4,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921804,1792,1.7661931599215,,4,2,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
17921805,1792,0.705213524334506,,4,3,4,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,1,1,1,0,0,0,0,0,2,1,2,,4,3,3,4,3,2,4,4,,,,,,,,,
17921806,1792,,,4,2,4,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,1,1,1,0,0,0,0,0,2,2,1,,4,3,3,2,4,3,3,2,,,,,,,,,
17921807,1792,0.652258178499961,,4,2,3,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,4,4,4,3,3,4,4,4,,,,,,,,,
17921808,1792,0.705213524334506,,4,1,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
17921809,1792,1.48007440539193,,4,2,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
17921810,1792,1.48007440539193,,4,2,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
17921811,1792,1.7661931599215,,4,2,3,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
17921812,1792,1.32808231517713,,4,3,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,2,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
17921813,1792,0.822763778547591,,4,2,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
